case_id,model,family,section,ground_truth,prediction,prediction_normalized,differentials,category,justification
18826.0,Gemma 4 31B,on_device_base,Neuroradiology,Tumefactive demyelination with open ring sign,Tumefactive demyelinating lesion,tumefactive demyelinating lesion,"Tumefactive demyelination with open ring sign, Tumefactive demyelinating lesion, CNS neoplasm, Brain metastasis, Brain abscess, Granulomatous disease, Vasculitis, Acute demyelinating encephalitis",c,"The prediction ""Tumefactive demyelinating lesion"" is a different entry on the provided differential list from the correct answer ""Tumefactive demyelination with open ring sign,"" which specifically identifies the characteristic open ring enhancement pattern; both are plausible but the model selected the wrong specific option."
18855.0,Gemma 4 31B,on_device_base,Cardiovascular,Malignant mitral valve prolapse with subendocardial late enhancement,Mitral valve prolapse related replacement fibrosis,mitral valve prolapse related replacement fibrosis,"Myocardial replacement fibrosis secondary to Ischemia in LCx territory, Malignant mitral valve prolapse with subendocardial late enhancement, Mitral valve prolapse related replacement fibrosis, Replacement fibrosis related to sarcoidosis, Not specific replacement fibrosis, Hypertrophic cardiomyopathy",c,"The prediction ""Mitral valve prolapse related replacement fibrosis"" is a plausible differential diagnosis that was on the provided list, but is incorrect—the ground truth specifies the malignant variant of mitral valve prolapse with subendocardial late enhancement rather than the replacement fibrosis pattern."
18863.0,Gemma 4 31B,on_device_base,Neuroradiology,White cord syndrome,Compressive myelopathy,compressive myelopathy,"Central cord syndrome, White cord syndrome, Compressive myelopathy, Epidural haematoma",c,"The prediction ""Compressive myelopathy"" is a plausible differential diagnosis that was on the provided list, but the correct answer is ""White cord syndrome,"" a distinct entity involving ischemia-reperfusion injury after spinal decompression."
18919.0,Gemma 4 31B,on_device_base,Abdominal imaging,Lymphoepithelial cysts of the pancreas,Mucinous cystic neoplasm,mucinous cystic neoplasm,"Intraductal papillary mucinous neoplasm, Mucinous cystic neoplasm, Lymphoepithelial cysts of the pancreas, Serous cystic neoplasm, Pancreatic pseudocyst, Epidermoid cyst",c,"The prediction ""Mucinous cystic neoplasm"" is a plausible differential diagnosis that was on the provided list, as both it and lymphoepithelial cysts are pancreatic cystic lesions that can appear similar on imaging, but it is the wrong specific diagnosis."
18948.0,Gemma 4 31B,on_device_base,Abdominal imaging,Myelolipoma,Hibernoma,hibernoma,"Liposarcoma, Hibernoma, Haemangioma, Myelolipoma, Fat necrosis",c,"The prediction ""Hibernoma"" is a plausible differential diagnosis that was on the provided list, but is incorrect; both hibernoma and myelolipoma are fat-containing soft tissue lesions that can appear similar on imaging, making this a clinically defensible but wrong choice."
18949.0,Gemma 4 31B,on_device_base,Abdominal imaging,Metastatic melanoma in the gallbladder,Intracholecystic papillary neoplasm,intracholecystic papillary neoplasm,"Metastatic melanoma in the gallbladder, Gallbladder carcinoma, Intracholecystic papillary neoplasm, Renal cell carcinoma metastases, Breast cancer metastases",c,"The prediction ""Intracholecystic papillary neoplasm"" is a plausible differential diagnosis that was on the provided list, representing a gallbladder neoplasm that could present similarly, but it is incorrect as the true diagnosis was metastatic melanoma in the gallbladder."
18950.0,Gemma 4 31B,on_device_base,Paediatric radiology,Cochlear incomplete partition type III (IP-3),Cochlear incomplete partition type II (IP-2),cochlear incomplete partition type ii ip-2,"Cochlear incomplete partition type I (IP-1), Cochlear incomplete partition type II (IP-2), Cochlear incomplete partition type III (IP-3)",b,"The prediction ""Cochlear incomplete partition type II (IP-2)"" is in the same disease family (cochlear incomplete partition) as the ground truth ""Cochlear incomplete partition type III (IP-3)"" but is the wrong specific subtype."
18961.0,Gemma 4 31B,on_device_base,Abdominal imaging,Low phospholipid-associated cholelithiasis (LPAC) syndrome,Recurrent pyogenic cholangiohepatitis,recurrent pyogenic cholangiohepatitis,"Classical gallblader lithiasis, Recurrent pyogenic cholangiohepatitis, Low phospholipid-associated cholelithiasis (LPAC) syndrome, Caroli disease, Primary sclerosing cholangitis",c,"The prediction ""Recurrent pyogenic cholangiohepatitis"" is a plausible differential diagnosis that was on the provided list, but is incorrect; the correct diagnosis is LPAC syndrome."
18974.0,Gemma 4 31B,on_device_base,Abdominal imaging,Accessory liver lobe,Ectopic liver lobe,ectopic liver lobe,"Ectopic liver lobe, Accessory liver lobe, Lymph nodes, Focal nodular hyperplasia, Hypertrophic papillary process of the caudate lobe",c,"The prediction ""Ectopic liver lobe"" is a distinct entity from ""Accessory liver lobe"" on the provided differential list; both involve extra liver tissue but differ in whether the tissue is connected to the main liver, making this a plausible but incorrect differential choice."
18977.0,Gemma 4 31B,on_device_base,Musculoskeletal system,Parosteal lipoma,Nora lesion / Bizarre parosteal osteochondromatous proliferation (BPOP),nora lesion bizarre parosteal osteochondromatous proliferation bpop,"Parosteal lipoma, Osteochondroma, Liposarcoma, Nora lesion / Bizarre parosteal osteochondromatous proliferation (BPOP)",c,"The prediction ""Nora lesion / Bizarre parosteal osteochondromatous proliferation (BPOP)"" is a plausible differential diagnosis that was on the provided list, but is incorrect, as the ground truth is ""Parosteal lipoma."""
19002.0,Gemma 4 31B,on_device_base,Paediatric radiology,Retroperitoneal ganglioneuroblastoma-intermixed,Ganglioneuroma,ganglioneuroma,"Ganglioneuroma, Neuroblastoma, Retroperitoneal ganglioneuroblastoma-intermixed, Peripheral nerve sheath tumour, Paraganglioma",c,"The prediction ""Ganglioneuroma"" is a plausible differential diagnosis from the provided list, as it belongs to the same neuroblastic tumor spectrum as the ground truth ""Retroperitoneal ganglioneuroblastoma-intermixed,"" but it is the wrong specific entity."
19015.0,Gemma 4 31B,on_device_base,Chest imaging,Pulmonary amyloidosis,Malignant neoplasia,malignant neoplasia,"Malignant neoplasia, Metastatic, Rheumatoid nodules, Pulmonary amyloidosis, Fungal lesions, Lymphomas",c,"The prediction ""Malignant neoplasia"" is a plausible differential diagnosis that was on the provided list, but the correct diagnosis was ""Pulmonary amyloidosis."""
19024.0,Gemma 4 31B,on_device_base,Chest imaging,Usual interstitial pneumonia secondary to connective tissue disorder,Usual interstitial pneumonia due to idiopathic pulmonary fibrosis,usual interstitial pneumonia due to idiopathic pulmonary fibrosis,"Usual interstitial pneumonia due to idiopathic pulmonary fibrosis, Usual interstitial pneumonia secondary to connective tissue disorder, Non-specific interstitial pneumonia, Lymphoid interstitial pneumonia",c,"The prediction ""Usual interstitial pneumonia due to idiopathic pulmonary fibrosis"" is a plausible differential diagnosis on the provided list that shares the same UIP pattern but attributes it to the wrong underlying etiology (idiopathic pulmonary fibrosis instead of connective tissue disorder)."
19033.0,Gemma 4 31B,on_device_base,Head & neck imaging,Cochlear hypoplasia type I (with aplasia of the cochlear nerve),Cochlear aplasia,cochlear aplasia,"Cochlear hypoplasia type I (with aplasia of the cochlear nerve), Cochlear hypoplasia type II, Cochlear hypoplasia type III, Cochlear hypoplasia type IV, Cochlear aplasia, Labyrinthitis ossificans, Bony inner ear malformation (any other type)",c,"The prediction ""Cochlear aplasia"" is a plausible differential diagnosis from the provided list, representing a more severe cochlear malformation than the correct answer of cochlear hypoplasia type I, and the model's reasoning was clinically defensible but selected the wrong entity."
19044.0,Gemma 4 31B,on_device_base,Neuroradiology,Chorea-acanthocytosis,Huntington’s disease,huntingtons disease,"Chorea-acanthocytosis, Huntington’s disease, Neuroacanthocytosis syndrome",c,"The prediction ""Huntington's disease"" is a plausible differential diagnosis that was on the provided list and shares overlapping clinical features (chorea) with the ground truth ""Chorea-acanthocytosis,"" but is the wrong specific diagnosis."
19058.0,Gemma 4 31B,on_device_base,Abdominal imaging,Intraductal papillary neoplasm of the bile duct with low-grade dysplasia,Intraductal papillary neoplasm of the bile duct,intraductal papillary neoplasm of the bile duct,"Intraductal papillary neoplasm of the bile duct, Intraductal papillary neoplasm of the bile duct with low-grade dysplasia, Cholangiocarcinoma, Intraductal biliary metastasis",c,"The model selected ""Intraductal papillary neoplasm of the bile duct"" from the differential list, which is a less specific variant lacking the ""with low-grade dysplasia"" qualifier that distinguishes the correct diagnosis, making it a plausible but incorrect choice from the provided options."
19067.0,Gemma 4 31B,on_device_base,Paediatric radiology,Cystic pulmonary tuberculosis,Pneumocystis jirovecii pneumonia,pneumocystis jirovecii pneumonia,"Pneumocystis jirovecii pneumonia, Lymphoid interstitial pneumonia, Langerhans cell histiocytosis, Cystic pulmonary tuberculosis, Lymphangioleiomyomatosis, Birt–Hogg–Dubé syndrome",c,"The prediction ""Pneumocystis jirovecii pneumonia"" is a plausible differential diagnosis that was on the provided list, as it can present with cystic lung changes, but it is incorrect compared to the ground truth of ""Cystic pulmonary tuberculosis."""
19070.0,Gemma 4 31B,on_device_base,Musculoskeletal system,Clear cell soft tissue sarcoma with melanocytic differentiation,Clear cell sarcoma,clear cell sarcoma,"Clear cell sarcoma, Malignant melanoma, Clear cell soft tissue sarcoma with melanocytic differentiation, Pigment villonodular synovitis with malignant transformation, Synovial sarcoma, Alveolar soft part sarcoma, Malignant peripheral nerve sheath tumour",a,"The prediction ""Clear cell sarcoma"" is a synonym/abbreviated name for ""Clear cell soft tissue sarcoma with melanocytic differentiation,"" as clear cell sarcoma of soft tissue is defined by its melanocytic differentiation, making these clinically the same entity despite the difference in wording."
19110.0,Gemma 4 31B,on_device_base,Others,Inflammatory myofibroblastic tumour,Retroperitoneal myxoid liposarcoma,retroperitoneal myxoid liposarcoma,"Ovarian epithelial cystadenoma, Ovarian epithelial cystadenocarcinoma, Hydrosalpinx, Inflammatory myofibroblastic tumour, Cystic mature teratoma, Retroperitoneal myxoid liposarcoma, Multicystic lymphangioma",c,"The prediction ""Retroperitoneal myxoid liposarcoma"" is a plausible differential diagnosis that was on the provided list, but is incorrect; both are soft tissue tumors that could present similarly, making the model's reasoning clinically defensible but wrong."
19114.0,Gemma 4 31B,on_device_base,Neuroradiology,Rosette-forming glioneuronal tumour (RGNT),Ependymoma,ependymoma,"Pilocytic astrocytoma, Ependymoma, Dysembryoplastic neuroepithelial tumour (DNET), Rosette-forming glioneuronal tumour (RGNT), Ganglioglioma, Medulloblastoma",c,"The prediction ""Ependymoma"" is a plausible differential diagnosis that was on the provided list, as ependymomas can form rosettes and occur in similar CNS locations as RGNT, but it is the wrong specific diagnosis."
19115.0,Gemma 4 31B,on_device_base,Musculoskeletal system,Hibernoma,Angiomyolipoma,angiomyolipoma,"Lipoma, Liposarcoma, Angiomyolipoma, Hibernoma, Myelolipoma, Fat necrosis",c,"The prediction ""Angiomyolipoma"" is a plausible differential diagnosis that was on the provided list, but is incorrect; both angiomyolipoma and hibernoma are fat-containing lesions, making this a clinically defensible but wrong choice."
19116.0,Gemma 4 31B,on_device_base,Others,Mixed malignant ovarian germ cell tumour,Juvenile granulosa cell tumour,juvenile granulosa cell tumour,"Dysgerminoma, Yolk sac tumour, Juvenile granulosa cell tumour, Mixed malignant ovarian germ cell tumour, Sertoli–Leydig cell tumour, Immature teratoma",c,"The prediction ""Juvenile granulosa cell tumour"" is a plausible differential diagnosis that was on the provided list, but is incorrect compared to the ground truth ""Mixed malignant ovarian germ cell tumour."""
19119.0,Gemma 4 31B,on_device_base,Paediatric radiology,B-cell acute lymphoblastic lymphoma (small round blue cell tumour),Ewing sarcoma (or other small round blue cell tumour),ewing sarcoma or other small round blue cell tumour,"Osteomyelitis, Osteosarcoma, B-cell acute lymphoblastic lymphoma (small round blue cell tumour), Ewing sarcoma (or other small round blue cell tumour), Langerhans cell histiocytosis, Occult fracture in the early stage",c,"The prediction ""Ewing sarcoma (or other small round blue cell tumour)"" is a plausible differential diagnosis from the provided list, as both it and the correct answer ""B-cell acute lymphoblastic lymphoma (small round blue cell tumour)"" are small round blue cell tumours presenting in bone, but the model selected the wrong specific entity."
19125.0,Gemma 4 31B,on_device_base,Head & neck imaging,First branchial cleft cyst,Lymphepithelial cyst,lymphepithelial cyst,"First branchial cleft cyst, Lymphepithelial cyst, Warthin’s tumour, Sialocele",c,"The prediction ""Lymphepithelial cyst"" is a plausible differential diagnosis that was on the provided list, but is incorrect; both are cystic lesions in the parotid/periauricular region, making it a clinically defensible but wrong choice."
19138.0,Gemma 4 31B,on_device_base,Musculoskeletal system,Chondroblastic osteosarcoma,Classical osteosarcoma,classical osteosarcoma,"Chondrosarcoma, Chondroblastoma, Chondroblastic osteosarcoma, Classical osteosarcoma",c,"The prediction ""Classical osteosarcoma"" is a plausible differential diagnosis that was on the provided list, but the correct answer was the more specific ""Chondroblastic osteosarcoma"" subtype; both are osteosarcomas, and the model's choice was clinically defensible but wrong."
